REACTION,DELTAG [kJ/mol],UNCERTAINTY [kJ/mol]
FAOXC143C123x,-999999,0
FAOXC14C12m,68.17,7.24
FAOXC14C12x,-43.06,8.65
FAOXC14C14OHm,39.15,5.01
FAOXC14DCC12DCx,-999999,0
FAOXC15ATPx,-22.73,2.76
FAOXC15BRC13BRx,-999999,0
FAOXC15C13m,-999999,0
FAOXC15NADPx,66,12.96
FAOXC15NADx,62.57,12.95
FAOXC161C141m,-999999,0
FAOXC161C141x,-999999,0
FAOXC161C161OHm,-999999,0
FAOXC162C142m,-999999,0
FAOXC162C162OHm,-999999,0
FAOXC163C142x,-999999,0
FAOXC163C143m,-999999,0
FAOXC163C164Gm,-999999,0
FAOXC163C164x,-999999,0
FAOXC163GC142m,-999999,0
FAOXC163Gm,-999999,0
FAOXC163x,-999999,0
FAOXC164C143m,-999999,0
FAOXC164C143x,-999999,0
FAOXC164C163x,-999999,0
FAOXC164C165m,-999999,0
FAOXC164C165x,-999999,0
FAOXC164GC163m,-999999,0
FAOXC164m,-999999,0
FAOXC164x,-999999,0
FAOXC165C164m,-999999,0
FAOXC165C164x,-999999,0
FAOXC16BRx,-22.73,2.76
FAOXC16C14m,72.6,7.82
FAOXC16C14x,-38.63,9.14
FAOXC16C16OHm,43.58,5.7
FAOXC16DCC14DCx,-999999,0
FAOXC16DCr,-999999,0
FAOXC16OHC16r,-424.58,12.68
FAOXC17C15m,-999999,0
FAOXC181C161m,-999999,0
FAOXC181C161x,-999999,0
FAOXC181C181OHm,-999999,0
FAOXC182C162m,-999999,0
FAOXC182C182OHm,-999999,0
FAOXC183C163Gm,-999999,0
FAOXC183C163m,-999999,0
FAOXC184C163m,-999999,0
FAOXC184C163x,-999999,0
FAOXC184C164m,-999999,0
FAOXC184C164x,-999999,0
FAOXC184m,-999999,0
FAOXC184x,-999999,0
FAOXC185C164m,-999999,0
FAOXC185m,-999999,0
FAOXC18C18OHm,39.15,5.01
FAOXC201C181x,-43.06,8.65
FAOXC204C184m,-999999,0
FAOXC204C205x,-999999,0
FAOXC205C184x,-999999,0
FAOXC205C185m,-999999,0
FAOXC221C201x,-43.06,8.65
FAOXC225C204m,-999999,0
FAOXC225C204x,-999999,0
FAOXC225C226m,-999999,0
FAOXC225C226x,-999999,0
FAOXC225m,-999999,0
FAOXC225x,-999999,0
FAOXC226C205m,-999999,0
FAOXC226C225m,-999999,0
FAOXC226C225x,-999999,0
FAOXC226C227m,-999999,0
FAOXC226m,-999999,0
FAOXC227C226m,-999999,0
FAOXC22C20x,-43.06,8.65
FAOXC22C22DCHYr,-1424.85,17.82
FAOXC22OHC22r,-999999,0
FAOXC241C221x,-43.06,8.65
FAOXC24C22x,-43.06,8.65
FAOXC3DC_for,-6.57,6.1
FAOXC4C2m,65.3,7.54
FAOXC4C4DCc_for,-999999,0
FAOXC5C3x,73.35,8.59
FAOXC5C5DCc_for,4.31,5.78
FAOXC5C5OHm,-5.28,3.83
FAOXC5OHc_for,-999999,0
FAOXC61C4m,28.26,6.24
FAOXC61C4x,28.26,6.24
FAOXC61m,-10.59,3.63
FAOXC61x,-10.59,3.63
FAOXC6C4m,-999999,0
FAOXC6C4x,-999999,0
FAOXC6DCC4DCx,-39.48,9.62
FAOXC7C5m,68.17,7.24
FAOXC81C61m,-999999,0
FAOXC81C61x,-999999,0
FAOXC8C6m,-999999,0
FAOXC8C6x,-999999,0
FAOXC8DCC6DCx,-999999,0
FAOXC9BRC7BRm,68.17,7.24
FAOXC9C7m,68.17,7.24
FAOXMC10OHMC10r,-999999,0
FAOXOHC16C16DCc,107.63,9.76
FAOXOHC22C22DCc,-999999,0
FAOXOHMC10DC10c,-999999,0
FAOXTC101TC102m,-999999,0
FAOXTC102C101m,-999999,0
FAOXTC122TC101m,-999999,0
FAOXTC122m,-999999,0
FAOXTC142TC122m,68.17,7.24
FAOXTC162TC142m,-999999,0
FAOXTC182TC162m,-999999,0
FOAXC122C101x,17.67,6
GLUTCOAACBP_for,0,0
HDCACBP_for,0,0
HDDACBP_for,0,0
HDECAACBP_for,0,0
HDECEACBP_for,0,0
HEDCECRNe,0,0
HEXCOAACBP,0,0
HEXDCRNe,0,0
HEXDIACTD_for,0,0
HEXDICOAACBP_for,0,0
HEXDICOAACBPx,0,0
HIVCACBP_for,0,0
HIVCRNe,0,0
HOCDACBP_for,0,0
HOCTDACBP_for,0,0
HOCTDEC2CRNe,0,0
HOCTDECCRNe,0,0
HTDCACBP_for,0,0
HTDCRNe,0,0
IVCOAACBP,0,0
IVCRNe,0,0
LGNCCOAtcx,11.33,4.76
NRVNCCOAtxc,11.33,4.76
OCD11COACPT1_for,-999999,0
OCD11CRNCACT_for,0,0
OCD11CRNCPT2_for,-999999,0
OCT11EFATP,-999999,0
OCTDEC2ACBP_for,0,0
OCTDECCACT_for,0,0
OCTDECCPT1_for,-999999,0
OCTDECCPT2_for,-999999,0
OCTDECE1CRNe,0,0
sink_octdececoa(c)_for,-999999,0
OMHDEACIDTD_for,0,0
OMHDOCOSACTD_for,0,0
OMHPALTD_for,0,0
PRISTCOAtcx,11.33,4.76
SBCOAACOTx,-999999,0
SCP21cx,11.33,4.76
SEBACACT,-999999,0
SEBACIDTD_for,0,0
SEBCOACROT_for,-999999,0
SEBCOAPET,-999999,0
STCOATxc,11.33,4.76
STRDNCCOAtxc,11.33,4.76
SUBEACTD_for,0,0
SUBERCACT_for,0,0
SUBERCROT_for,-999999,0
SUBERICACT,-999999,0
SUCCACT,-17.96,2.21
SUCCCROT_for,-999999,0
SUCCOAPET,13.98,5.21
SUCCTD_for,0,0
TDCRNe,0,0
sink_tetdec2coa(c)_for,-999999,0
TETDEC2CRNe,0,0
sink_tetdece1coa(c)_for,-999999,0
TETDECE1CRNe,0,0
TIGCRNe,0,0
34DHPHELAT1tc,0,0
4OHPROIMINOtc,0,0
ALAALACNc_for,-4.43,6.99
ALAALAPEPT1tc,0,0
ALAATB0tc,0,0
ALAyLATthc,0,0
ARGATB0tc,0,0
ASCBSVCTtc,11.33,4.76
ASNATB0tc,0,0
ASNPHELAT2tc,0,0
BALABETAtc,0,0
BALAPAT1tc,0,0
BGLUGCHe,-999999,0
BGLUTCHLe,-999999,0
BGLUTDECHOe,-999999,0
BTNTe,0,0
CARPEPT1tc,0,0
CARhPTtc,0,0
CBLTDe,0,0
CBLtle,0,0
CHOLESTTDe,0,0
CYSATB0tc,0,0
CYSPHELAT2tc,0,0
CYSSNAT5tc_for,0,0
CYSTALArBATtc,0,0
CYSTLEUrBATtc,0,0
FOLTle,0,0
GALSGLT1le,11.33,4.76
GLCSGLT1le,11.33,4.76
GLNATB0tc,0,0
GLNyLATthc,0,0
GLYGLYCNc_for,0.91,6.47
GLYGLYPEPT1tc,0,0
GLYLEUHYDROc_for,-12.93,7.32
GLYLEUPEPT1tc,0,0
GLYPHEPEPT1tc,0,0
GLYPROPEPT1tc,0,0
GLYPROPRO1c_for,7.42,11.21
GLYSARCNc_for,-2.36,18.43
GLYSARPEPT1tc,0,0
GLYSNAT5tc_for,0,0
GUMDCHAe,-999999,0
GUMGCHLe,-999999,0
GUMTCHOLe,-999999,0
HISCAT1_for,0,0
HISSNAT5tc_for,0,0
HIShPTtc,0,0
HISyLATtc,0,0
HISyLATthc,0,0
HPETFABP1tc_for,0,0
ILEATB0tc,0,0
ILELAT1tc,0,0
ILEPHELAT2tc,0,0
LEUATB0tc,0,0
LEUGLYPEPT1tc,0,0
LEULEULAPc_for,-9.49,11.08
LEULEUPEPT1tc,0,0
LEUPHELAT2tc_for,0,0
LEUyLAThtc,0,0
LINOFATPtc,-33.59,3.65
LYSATB0tc,0,0
METATB0tc,0,0
METyLATthc,0,0
MTHFTe,0,0
NACDe,0,0
NACHORCTL3le,0,0
NCAMDe,0,0
OAADC,-60.15,6.92
OCDEAFABP1tc_for,0,0
OLEICFATPtc,-22.73,2.76
ORNALArBATtc,0,0
ORNLEUrBATtc,0,0
PALFATPtc,-13.63,12.41
PCHOLHSTDe,0,0
PECDCHe,-999999,0
PECGCHLe,-999999,0
PECTCHLe,-999999,0
PEHSFABPe_for,0,0
PHEATB0tc,0,0
PHEyLATthc,0,0
PMTCOAFABP1tc_for,0,0
PNTORDe,0,0
PROGLYPEPT1tc,0,0
PROGLYPRO1c_for,3.6,10.46
PROIMINOtc,0,0
PSYGCHe,-999999,0
PSYTCHe,-999999,0
PSYTDECHe,-999999,0
RIBFLVte,11.33,4.76
SBTle,0,0
SERATB0tc,0,0
TAGHSTDe,0,0
TAUBETAtc,0,0
TAUPAT1c,0,0
THMATPe,11.33,4.76
THRATB0tc,0,0
THRPHELAT2tc,0,0
TRPATB0tc,0,0
TYRATB0tc,0,0
TYRPHELAT2tc,0,0
VALATB0tc,0,0
VALLAT1tc,0,0
VALPHELAT2tc,0,0
VITEtl,11.33,4.76
VITKtl,0,0
XOLEST2HSTDle,0,0
1a25DHVITD3TRn,0,0
25HVITD3c,-451.98,7.18
3AIB_Dtm_for,0,0
3HCO3_NAt_for,0,0
4ABUTtcn,0,0
4HPROLTASCT1,0,0
5MTHFt2le_for,0,0
ADNK3,28.45,5.61
ADNK4,25.38,6.74
ADNt5le,0,0
AHCYStd_for,0,0
ALA-DTDe,0,0
AMETtd_for,0,0
ARACHFATPc,-22.73,2.76
ASPDTDe_for,0,0
ASPPROASCT1,0,0
ASPte,0,0
BIDGLCURr,-21.51,5.32
BTNt3ile,11.33,4.76
CHOLESACATc,-999999,0
CHOLESTle,-999999,0
CHSTEROLtrc_for,0,0
CRNrtx_for,0,0
CYSAMOe,-999999,0
CYTDt5le,0,0
Coqe_for,0,0
DATPtm,0,0
DCTPtm,0,0
DGTPtm,0,0
DHAPtc,0,0
DM_1a25dhvitd3(n),-999999,0
DM_4abut(n),-999999,0
DM_5hpet(r),-999999,0
DM_taur(c),-999999,0
DM_pe_hs(r),-999999,0
DM_pmtcoa(r),-999999,0
DPCOAPPe,75.94,13.51
DPMVDc,-43.54,6.89
DSREDUCr,-105.53,5.98
DTMPKm,2.82,4.73
DTTPtm,0,0
DUTPDP,-6.82,6.93
EX_4hpro(e)_for,-999999,0
EX_adpcbl(e)_for,-999999,0
EX_alaala(e)_for,-999999,0
EX_bglc(e)_for,-999999,0
EX_carn(e)_for,-999999,0
EX_dchac(e)_for,-999999,0
EX_glgchlo(e)_for,-999999,0
EX_gltcho(e)_for,-999999,0
EX_gltdechol(e)_for,-999999,0
EX_glygly(e)_for,-999999,0
EX_glyleu(e)_for,-999999,0
EX_glyphe(e)_for,-999999,0
EX_glypro(e)_for,-999999,0
EX_glysar(e)_for,-999999,0
EX_gum(e)_for,-999999,0
EX_gumdchac(e)_for,-999999,0
EX_gumgchol(e)_for,-999999,0
EX_gumtchol(e)_for,-999999,0
EX_leugly(e)_for,-999999,0
EX_leuleu(e)_for,-999999,0
EX_pect(e)_for,-999999,0
EX_pectindchac(e)_for,-999999,0
EX_pectingchol(e)_for,-999999,0
EX_pectintchol(e)_for,-999999,0
EX_progly(e)_for,-999999,0
EX_psyl(e)_for,-999999,0
EX_psylchol(e)_for,-999999,0
EX_psyltchol(e)_for,-999999,0
EX_psyltdechol(e)_for,-999999,0
EX_sbt-d(e)_for,-999999,0
EX_sfcys(e),-999999,0
EX_tdechola(e)_for,-999999,0
EX_cysam(e)_for,-999999,0
EX_dpcoa(e)_for,-999999,0
EX_fmn(e)_for,-999999,0
EX_hyptaur(e)_for,-999999,0
EX_oh1(e)_for,-999999,0
EX_pan4p(e)_for,-999999,0
EX_ptth(e)_for,-999999,0
EX_q10(e)_for,-999999,0
EX_q10h2(e),-999999,0
FADDPle,57.73,12.05
FADH2ETC,-106.87,13.09
FADtm_for,0,0
FE2DMT1,0,0
FE3MTP1,0,0
FERO,-195.12,33.21
FMNALKPle,-31.65,3.59
FOLt2le_for,0,0
FRDPtcr_for,0,0
G6PDH2c,127.61,15.57
GLCGLUT2,0,0
GLU5SAtmc_for,0,0
GLUPROASCT1,0,0
GLY3Pt,0,0
GLYC3PFADm,4.43,4.95
GLYC3Ptmc_for,0,0
GLYCTDle_for,0,0
GLYPHEHYc_for,8.76,8.84
GNDc,36.41,15.45
GSNt5le,0,0
HMGCOARc,-95.74,9.98
HYPTROXe,-999999,0
INSK,17.82,5.61
INSt5le,0,0
IPDDI_for,-4.9,4.73
KHte_for,0,0
LACLt,0,0
LAPCOAe,-34.45,4.76
LEUGLYHYc_for,-12.93,7.32
MAL_Ltx_for,0,0
MDHx_for,72.77,4.76
MEVK1c,25.15,6.18
MTHFR3,-126.57,11.63
NADtm_for,0,0
NADtx_for,0,0
NODe_for,0,0
OCDCAFATPc,-22.73,2.76
P5CR,-138.24,10.58
PAN4PPe,-15.57,2.45
PGLc,67.62,16.31
PHEMEe,0,0
PMEVKc,6.65,3.34
PNTEHe,-24.77,8.07
PNTOt5le,11.33,4.76
PPItm_for,0,0
PRO1x,134.81,10.59
PRO_Dtde_for,0,0
PTCRTD_for,0,0
PTPATe_for,-79.92,10.78
Q10H2e_for,0,0
RPEc_for,-7.15,3.72
RTOTAL2FATPc,-999999,0
RTOTAL3FATPc,-999999,0
RTOTALFATPc,-999999,0
SBT_Dtde_for,0,0
SFCYSc_for,-999999,0
SFCYSe_for,0,0
sink_5hpet(c)_for,-999999,0
SPMTDe_for,0,0
SPRMTDe_for,0,0
TAURCHAe,0,0
THMDt5le,0,0
TTDCAFATPc,-22.73,2.76
URIt5le,0,0
q10h2tc_for,0,0
q10tm_for,0,0
34HPPte_for,0,0
3MOBte_for,0,0
3MOPte_for,0,0
4HPRO_LTte_for,0,0
4MOPte_for,0,0
5MTAte_for,0,0
5OXPROt_for,0,0
AHCYSte_for,0,0
AICARte_for,0,0
ANTHte_for,0,0
CBASPte_for,0,0
DM_4hrpo,-999999,0
DM_Lcystin,-999999,0
DM_anth,-999999,0
DM_btn,-999999,0
DM_fol,-999999,0
DM_ncam,-999999,0
DM_pnto_R,-999999,0
EX_34hpp_for,-999999,0
EX_3mob(e)_for,-999999,0
EX_3mop(e)_for,-999999,0
EX_4mop(e)_for,-999999,0
EX_5mta(e)_for,-999999,0
EX_5oxpro(e)_for,-999999,0
EX_ahcys(e)_for,-999999,0
EX_aicar(e)_for,-999999,0
EX_anth(e)_for,-999999,0
EX_cbasp(e)_for,-999999,0
EX_mal_L(e)_for,-999999,0
MAL_Lte_for,0,0
OROTGLUt_for,0,0
PNTOte_for,0,0
IDOURte_for,0,0
EX_idour(e)_for,-999999,0
10FTHFtl_rev,0,0
10FTHFtm_rev,0,0
11DOCRTSLtm_rev,0,0
11DOCRTSLtr_rev,0,0
11DOCRTSTRNtm_rev,0,0
11DOCRTSTRNtr_rev,0,0
24NPHte_rev,0,0
2HBO_rev,-61.52,5.46
2HBt2_rev,0,0
2HCO3_NAt_rev,0,0
2MCITt_rev,0,0
2OXOADPTm_rev,0,0
34DHOXPEGOX_rev,61.46,5.14
34DHOXPEGt_rev,0,0
34DHPHEt_rev,0,0
34DHPLACOX_NADP__rev,-49.6,9.7
34DHXMANDACOX_NADP__rev,-49.6,9.7
35CGMPtn_rev,0,0
3AIBTm_rev,1.35,3.59
3HBCDm_rev,4.25,4.73
3HPPD_rev,-66.25,6.69
3M4HDXPAC_rev,-46.17,9.69
3MLDAt_rev,0,0
3MOX4HOXPGALDOX_NADP__rev,-49.6,9.7
3SALAASPm_rev,0,0
4ABUTtm_rev,0,0
4HDEBRISOQUINEte_rev,0,0
4HOXPACDOX_NADP__rev,-49.6,9.7
4MPTNLte_rev,0,0
4MPTNLtm_rev,0,0
4MPTNLtr_rev,0,0
4MTOLBUTAMIDEte_rev,0,0
4NPHSFte_rev,0,0
4NPHte_rev,0,0
5ADTSTSTERONEGLCtr_rev,0,0
5ADTSTSTERONESte_rev,0,0
5ADTSTSTERONEte_rev,0,0
5ADTSTSTERONEtr_rev,0,0
5AOPtm_rev,0,0
5FTHFt2_rev,0,0
5HOMEPRAZOLEte_rev,0,0
5MTHFt_rev,0,0
5MTHFt2_rev,0,0
6HTSTSTERONEte_rev,0,0
6HTSTSTERONEtr_rev,0,0
7DHCHSTEROLtr_rev,0,0
AATAi_rev,0.72,4.73
ABTArm_rev,-4.9,2.37
ABTD_rev,-51.86,5.85
ABUTt2r_rev,0,0
ABUTt2rL_rev,0,0
ABUTt4_2_r_rev,0,0
ACACT10m_rev,19.35,4.96
ACACT1r_rev,-26.83,1.39
ACACt2_rev,0,0
ACACt2m_rev,0,0
ACACtx_rev,0,0
ACALDt_rev,0,0
ACALDtm_rev,0,0
ACALDtr_rev,0,0
ACALDtx_rev,0,0
ACCOAgt_rev,0,0
ACCOAtn_rev,0,0
ACCOAtr_rev,0,0
ACETONEt2_rev,0,0
ACETONEt2m_rev,0,0
ACGAGBSIDEtg_rev,0,0
ACGAGBSIDEtl_rev,0,0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_rev,0,0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_rev,0,0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_rev,0,0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_rev,0,0
ACGALtlg_rev,0,0
ACGAM2E_rev,-3.72,3.34
ACGAMPM_rev,-4.62,4.73
ACGBGBSIDEtg_rev,0,0
ACGBGBSIDEtl_rev,0,0
ACHtn_rev,0,0
ACN13ACNGALGBSIDEte_rev,0,0
ACN13ACNGALGBSIDEtg_rev,0,0
ACN23ACNGALGBSIDEte_rev,0,0
ACN23ACNGALGBSIDEtg_rev,0,0
ACNACNGAL14ACGLCGALGLUSIDEte_rev,0,0
ACNACNGAL14ACGLCGALGLUSIDEtg_rev,0,0
ACNACNGALGBSIDEte_rev,0,0
ACNACNGALGBSIDEtg_rev,0,0
ACNAMlt_rev,0,0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_rev,0,0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_rev,0,0
ACNMLr_rev,-7.87,1.43
ACOATA_rev,-999999,0
ACONT_rev,-7.63,0.53
ACONTm_rev,-7.63,0.53
ACt2m_rev,0,0
ACt2r_rev,0,0
ACtg_rev,0,0
ADEt_rev,0,0
ADEtl_rev,0,0
ADHAPtx_rev,0,0
ADK1_rev,-1.88,0.26
ADK1m_rev,-1.88,0.26
ADK3_rev,-5.56,2.15
ADK3m_rev,-5.56,2.15
ADKd_rev,0.64,2.37
ADNt_rev,0,0
ADNtl_rev,0,0
ADNtm_rev,0,0
ADPtx_rev,0,0
ADRNCOAtx_rev,0,0
ADRNt_rev,0,0
AFLATOXINte_rev,0,0
AGPex_rev,0,0
AHANDROSTANGLCtr_rev,0,0
AHC_rev,-34.74,4.73
AHCYStn_rev,0,0
AHCYStr_rev,0,0
AICART_rev,-9.24,4.73
AIRCr_rev,-44.63,8.37
AK2LGCHOLt_rev,0,0
AKGMALtm_rev,0,0
AKGt4_3_rev,0,0
AKGtp_rev,0,0
ALADGLNexR_rev,0,0
ALADGLYexR_rev,0,0
ALAGLNexR_rev,0,0
ALAGLYexR_rev,0,0
ALAR_rev,0.04,1.62
ALAt2r_rev,0,0
ALAt2rL_rev,0,0
ALATA_L_rev,1.46,0.86
ALAtN1_rev,0,0
ALCD1_rev,-74.68,7.12
ALDSTRNte_rev,0,0
ALDSTRNtm_rev,0,0
AMETr_rev,0,0
AMETt2m_rev,0,0
AMETtn_rev,0,0
AMPtp_rev,0,0
AMPtr_rev,0,0
ANDRSTRNGLCtr_rev,0,0
ANDRSTRNte_rev,0,0
ANDRSTRNtr_rev,0,0
ANTIPYRENEte_rev,0,0
APAT2rm_rev,5.44,4.81
APNNOXte_rev,0,0
APPNNte_rev,0,0
APRGSTRNte_rev,0,0
ARAB_Lt_rev,0,0
ARACHCOAtx_rev,0,0
ARACHDCOAtx_rev,0,0
ARACHDt2_rev,0,0
ARACHDtr_rev,0,0
ARACHt_rev,0,0
ARGSL_rev,-14.86,4.73
ARGtm_rev,0,0
ASCBt_rev,0,0
ASCBt4_rev,0,0
ASNtN1_rev,0,0
Asn_X_Ser_Thrtr_rev,0,0
ASPCTr_rev,-22.49,6.69
ASPDxt_rev,0,0
ASPTA_rev,-2.81,0.88
ASPTAm_rev,-2.81,0.88
ATP1ter_rev,0,0
ATP2ter_rev,0,0
ATPtn_rev,0,0
ATPtx_rev,0,0
BALAtmr_rev,0,0
BDHm_rev,-53.93,4.88
BHBt_rev,0,0
BHBtm_rev,0,0
BILDGLCURt_rev,0,0
BILDGLCURtr_rev,0,0
BILGLCURt_rev,0,0
BILGLCURtr_rev,0,0
BILIRUBt2_rev,0,0
BILIRUBtr_rev,0,0
BIOCYTtn_rev,0,0
BTNt2_rev,0,0
BTNt2m_rev,0,0
BTNtn_rev,0,0
BUTt2m_rev,0,0
BUTt2r_rev,0,0
BZt_rev,0,0
BZtr_rev,0,0
C226COAtx_rev,0,0
C2M26DCOAHLm_rev,-1.26,3.8
C2M26DCOAHLx_rev,-1.26,3.8
CAROtr_rev,0,0
CARVEOLte_rev,0,0
CAt7r_rev,0,0
CBLATm_rev,-999999,0
CBPter_rev,0,0
CDIPTr_rev,-999999,0
CDPDAGtm_rev,0,0
CERT1gt_rev,0,0
CERT1rt_rev,0,0
CERT2gt_rev,0,0
CERT2rt_rev,0,0
CHAT_rev,9.59,1.6
CHATn_rev,9.59,1.6
CHLtm_rev,0,0
CHOLATEt_rev,0,0
CHOLPtg_rev,0,0
CHOLPtl_rev,0,0
CHOLt4_rev,0,0
CHOLtg_rev,0,0
CHOLtn_rev,0,0
CHOLtr_rev,0,0
CHOLtu_rev,0,0
CHSTEROLt1_rev,0,0
CHSTEROLt2_rev,0,0
CHSTEROLt3_rev,0,0
CITMCOAHm_rev,0.13,3.23
CITRtm_rev,0,0
CITt4_2_rev,0,0
CITtam_rev,0,0
CITtbm_rev,0,0
CK_rev,-1.99,0.34
CKc_rev,-1.99,0.34
CLPNDCOAtx_rev,0,0
CLPNDt_rev,0,0
CMPACNAtg_rev,0,0
CO2t_rev,0,0
CO2ter_rev,0,0
CO2tg_rev,0,0
CO2tm_rev,0,0
CO2tn_rev,0,0
CO2tp_rev,0,0
COAtg_rev,0,0
COAtl_rev,0,0
COAtm_rev,0,0
COAtn_rev,0,0
COAtp_rev,0,0
COAtr_rev,0,0
COt_rev,0,0
COUMARINte_rev,0,0
CREATt4_2_r_rev,0,0
CRMPte_rev,0,0
CRNt_rev,0,0
CRNtx_rev,0,0
CRTSLt_rev,0,0
CRTSLtm_rev,0,0
CRTSLtr_rev,0,0
CRTSTRNt_rev,0,0
CRTSTRNtm_rev,0,0
CRTSTRNtr_rev,0,0
CRVNCtr_rev,0,0
CSNAT2m_rev,-0.48,4.73
CSNAT2x_rev,6.88,3.21
CSNAT3x_rev,0.48,4.73
CSNATer_rev,1.11,2.37
CSNATm_rev,-1.11,2.37
CSNATp_rev,1.11,2.37
CSNATr_rev,1.11,2.37
CSNt_rev,0,0
CTPtn_rev,0,0
CYANt_rev,0,0
CYANtm_rev,0,0
CYSGLTH_rev,-24.97,10.69
CYSGLUexR_rev,0,0
CYSGLYexR_rev,0,0
CYSTA_rev,17.65,8.76
CYSTAm_rev,17.65,8.76
CYStec_rev,0,0
CYTDt_rev,0,0
CYTDtl_rev,0,0
CYTDtm_rev,0,0
CYTDtn_rev,0,0
CYTK1_rev,-4.11,4.73
CYTK10_rev,-4.72,6.5
CYTK10n_rev,-4.72,6.5
CYTK11_rev,-3.59,6.5
CYTK11n_rev,-3.59,6.5
CYTK12_rev,-1.33,8.04
CYTK12n_rev,-1.33,8.04
CYTK13_rev,-0.3,5.49
CYTK13n_rev,-0.3,5.49
CYTK14_rev,-3.82,5.15
CYTK14n_rev,-3.82,5.15
CYTK1m_rev,-4.11,4.73
CYTK1n_rev,-4.11,4.73
CYTK2_rev,-2.98,4.73
CYTK2n_rev,-2.98,4.73
CYTK3_rev,-7.79,5.2
CYTK3n_rev,-6.65,6.42
CYTK4_rev,-6.65,5.2
CYTK4n_rev,-6.65,5.2
CYTK5_rev,-6.65,6.42
CYTK5n_rev,-7.79,5.2
CYTK6_rev,-7.79,7.98
CYTK6n_rev,-7.79,7.98
CYTK7_rev,-4.96,5.15
CYTK7n_rev,-4.96,5.15
CYTK8_rev,-1.43,5.49
CYTK8n_rev,-1.43,5.49
CYTK9_rev,-2.46,6.5
CYTK9n_rev,-2.46,6.5
D3AIBTm_rev,-2.81,3.65
DADNt4_rev,0,0
DAGK_hs_rev,-999999,0
DAGKn_hs_rev,-999999,0
DAGt_rev,0,0
DALAt2r_rev,0,0
DALAt2rL_rev,0,0
DATPtn_rev,0,0
DCIm_rev,0,0
DCK1m_rev,-26.99,6.4
DCK1n_rev,-26.99,6.4
DCK2n_rev,-27.84,6.71
DCMPDA_rev,68.27,8.14
DCSPTN1COAtx_rev,0,0
DCSPTN1t_rev,0,0
DCT_rev,-999999,0
DCTPtn_rev,0,0
DCYTt_rev,0,0
DDPGAm_rev,-16.65,2.45
DEBRISOQUINEt_rev,0,0
DECDPtm_rev,0,0
DGCHOLte_rev,0,0
DGCHOLtx_rev,0,0
DGK1_rev,-7.5,4.73
DGK2m_rev,-4.82,5.49
DGSNt_rev,0,0
DGSNtm_rev,0,0
DGTPtn_rev,0,0
DGULND_rev,52.56,6.93
DHAAt1r_rev,0,0
DHCHOLESTANATEtm_rev,0,0
DHEASt_rev,0,0
DHEAStr_rev,0,0
DHEAtr_rev,0,0
DHFR_rev,72.06,5.06
DHFtl_rev,0,0
DHFtm_rev,0,0
DHORTS_rev,-38.85,5.46
DIDPtn_rev,0,0
DIGALSGALSIDEte_rev,0,0
DIGALSGALSIDEtg_rev,0,0
DIGALSIDEtg_rev,0,0
DIGALSIDEtl_rev,0,0
DINt_rev,0,0
DITPtn_rev,0,0
D_LACt2_rev,0,0
D_LACtm_rev,0,0
DLNLCGt_rev,0,0
DM_T_antigen_g__rev,-999999,0
DMANTIPYRINEte_rev,0,0
DMGtm_rev,0,0
DMHPTCRNCPT1_rev,6.88,3.21
DMHPTCRNCPT2_rev,-6.88,3.21
DMHPTCRNt_rev,0,0
DMHPTCRNte_rev,0,0
DMNONCOACRNCPT1_rev,6.88,3.21
DMNONCRNCPT2_rev,-6.88,3.21
DMNONCRNt_rev,0,0
DNADtn_rev,0,0
DOLICHOL_Lter_rev,0,0
DOLICHOL_Uter_rev,0,0
DOPAQNISO1_rev,13.62,19.52
DOPAt4_2_r_rev,0,0
DOPAtu_rev,0,0
DPCOAtl_rev,0,0
DPGM_rev,-13.78,6.69
DRIBt_rev,0,0
DTDPtn_rev,0,0
DTTPtn_rev,0,0
DUDPtn_rev,0,0
DUMPtn_rev,0,0
DURAD_rev,-30.78,9.32
DURAD2_rev,-51.43,8.54
DURIPP_rev,-3.68,4.73
DURIt_rev,0,0
DURItn_rev,0,0
EAFLATOXINte_rev,0,0
EBASTINEOHte_rev,0,0
EBASTINEOHtr_rev,0,0
EBASTINEte_rev,0,0
EBASTINEtr_rev,0,0
ECGISOr_rev,0,0
ECOAH12m_rev,-12.12,2.92
ECOAH1m_rev,-3.79,2.73
ECOAH1x_rev,-3.79,2.73
ECOAH9m_rev,-1.26,3.8
EICOSTETt_rev,0,0
ELAIDt_rev,0,0
ENO_rev,4.09,0.49
ESTRADIOLGLCt_rev,0,0
ESTRADIOLGLCtr_rev,0,0
ESTRADIOLt_rev,0,0
ESTRADIOLtr_rev,0,0
ESTRIOLGLCtr_rev,0,0
ESTRIOLtr_rev,0,0
ESTRONEGLCtr_rev,0,0
ESTRONESt_rev,0,0
ESTRONEtr_rev,0,0
ETOHt_rev,0,0
ETOHtx_rev,0,0
EX_10fthf(e)_rev,-999999,0
